"","game_id","team_1","team_2","win_1","win_2","total_active_stars","cum_final_score","total_views","CombinedRevenues","FBRatio","TwitterRatio","CombinedPPG"
"1213",21601213,"MIN","OKC",38.75,57.5,1,198,16590,426,0.0590938936309915,0.055,217.4
"1214",21601214,"DAL","DEN",40,47.5,0,200,6239,435,0.0420223243598161,0.0366666666666667,212.3
"1216",21601216,"PHX","SAC",29.63,38.75,0,233,3827,458,0.0242941562705187,0.03,202.8
"1217",21601217,"ORL","DET",34.57,45.68,0,222,3723,432,0.0302035456336179,0.0383333333333333,207.2
"1218",21601218,"CLE","TOR",62.96,61.73,3,181,16987,530,0.0715692711753119,0.0766666666666667,222.6
"1219",21601219,"BOS","MIL",64.2,51.85,2,206,13090,436,0.0682862770847012,0.0683333333333333,210.5
"1220",21601220,"NYK","PHI",37.04,34.57,1,227,8064,610,0.0499015101772817,0.0583333333333333,214.3
"1221",21601221,"MIA","WAS",49.38,60.49,1,212,9356,475,0.112934996717006,0.09,210
"1222",21601222,"CHI","BKN",49.38,24.69,1,185,9886,554,0.139198949441891,0.08,209.5
"1223",21601223,"DAL","MEM",39.51,53.09,1,193,2955,439,0.041365725541694,0.0383333333333333,201.6
"1224",21601224,"HOU","MIN",66.67,38.27,1,241,6123,500,0.0367695338148391,0.055,221.9
"1226",21601226,"ATL","IND",53.09,50.62,1,190,8926,414,0.0321733420879842,0.0366666666666667,209
"1228",21601228,"LAC","SAC",61.73,39.51,1,210,5764,497,0.0374261326329613,0.0366666666666667,207.9
"1229",21601229,"GSW","LAL",81.48,32.1,4,203,20049,730,0.213394615889691,0.215,221.6
"1230",21601230,"NOP","POR",40.74,50.62,2,203,5069,427,0.0262639527248851,0.0316666666666667,217.3
"1231",21700001,"BOS","CLE",0,0,4,201,87412,537,0.116217990807617,0.105,214.9
"1233",21700003,"DET","CHA",0,0,2,192,13344,423,0.0236375574523966,0.0283333333333333,212
"1234",21700004,"BKN","IND",0,0,1,271,15894,478,0.0400525279054498,0.0316666666666667,212.2
"1235",21700005,"MIA","ORL",0,0,1,225,16481,464,0.120814182534471,0.101666666666667,206.8
"1236",21700006,"PHI","WAS",0,0,3,235,37819,406,0.0196979645436638,0.0383333333333333,216.4
"1238",21700008,"NOP","MEM",0,0,2,194,14389,410,0.0223243598161523,0.0283333333333333,211
"1239",21700009,"ATL","DAL",0,0,0,228,15582,442,0.0400525279054498,0.0416666666666667,205.7
"1240",21700010,"DEN","UTA",0,0,0,202,14353,423,0.0203545633617859,0.025,214.1
"1242",21700012,"PHX","POR",0,0,1,200,13509,441,0.0282337491792515,0.0333333333333333,209.5
"1243",21700013,"HOU","SAC",100,0,1,205,26984,536,0.0367695338148391,0.0566666666666667,211.3
"1244",21700014,"CHI","TOR",0,0,2,217,36315,531,0.135259356533158,0.0916666666666667,214.6
"1245",21700015,"NYK","OKC",0,0,3,189,69428,648,0.0873276428102429,0.075,212.4
"1246",21700016,"LAC","LAL",0,0,0,200,59644,628,0.16677609980302,0.143333333333333,217.1
"1248",21700018,"IND","POR",100,100,2,210,10858,428,0.0374261326329613,0.0366666666666667,211.2
"1249",21700019,"BOS","PHI",0,0,3,194,44501,441,0.0689428759028234,0.0783333333333333,213.8
"1250",21700020,"WAS","DET",100,100,3,226,21300,443,0.0223243598161523,0.0266666666666667,210.4
"1251",21700021,"CLE","MIL",100,100,3,213,44508,459,0.0663164806303349,0.0666666666666667,217.4
"1252",21700022,"BKN","ORL",0,100,0,247,15211,484,0.036112934996717,0.0383333333333333,210
"1253",21700023,"MIN","UTA",0,100,2,197,25978,425,0.0196979645436638,0.025,213.6
"1255",21700025,"NOP","GSW",0,0,6,248,49468,563,0.082731451083388,0.106666666666667,225.2
"1256",21700026,"LAL","PHX",0,0,0,262,44171,589,0.153644123440578,0.136666666666667,212
"1257",21700027,"PHI","TOR",0,100,2,222,34471,434,0.0242941562705187,0.05,221.5
"1258",21700028,"CLE","ORL",100,50,2,207,39410,491,0.0748522652659225,0.0766666666666667,214.3
"1259",21700029,"MIA","IND",0,50,2,220,10725,458,0.124753775443204,0.095,209
"1260",21700030,"NYK","DET",0,50,2,218,13612,647,0.0525279054497702,0.0466666666666667,208.3
"1261",21700031,"CHI","SAS",0,100,1,164,18261,540,0.168089297439265,0.121666666666667,205.6
"1262",21700032,"DAL","HOU",0,100,1,198,14285,529,0.0544977019041366,0.065,214.7
"1263",21700033,"GSW","MEM",50,100,4,212,45104,565,0.0840446487196323,0.108333333333333,212.8
"1264",21700034,"MIL","POR",50,100,2,223,22262,402,0.0249507550886408,0.0333333333333333,212.1
"1265",21700035,"DEN","SAC",0,50,0,175,7125,442,0.0242941562705187,0.0283333333333333,208.9
"1266",21700036,"OKC","UTA",100,50,2,183,31888,443,0.0551543007222587,0.0533333333333333,212
"1267",21700037,"LAC","PHX",100,0,0,218,15511,475,0.0380827314510834,0.0366666666666667,212.9
"1269",21700039,"MIN","OKC",50,50,4,228,66775,426,0.0590938936309915,0.055,217.4
"1271",21700041,"PHI","DET",0,66.67,2,183,34687,405,0.0223243598161523,0.0383333333333333,213.6
"1272",21700042,"ATL","MIA",33.33,50,1,197,15668,462,0.113591595535128,0.095,206.8
"1273",21700043,"HOU","MEM",100,100,1,188,32916,502,0.0367695338148391,0.0566666666666667,211.7
"1274",21700044,"MIL","CHA",66.67,50,2,197,20379,381,0.0203545633617859,0.03,214.7
"1275",21700045,"DAL","GSW",0,33.33,4,236,37471,592,0.10177281680893,0.116666666666667,215.8
"1276",21700046,"SAS","TOR",100,100,3,198,26687,509,0.06172028890348,0.08,214.4
"1277",21700047,"DEN","WAS",50,100,2,213,16257,424,0.0223243598161523,0.0266666666666667,216.6
"1278",21700048,"PHX","SAC",0,33.33,0,232,16574,458,0.0242941562705187,0.03,202.8
"1279",21700049,"CLE","CHI",66.67,0,2,231,39489,561,0.177938279711096,0.118333333333333,213.8
"1280",21700050,"BKN","ORL",66.67,66.67,0,246,18089,484,0.036112934996717,0.0383333333333333,210
"1281",21700051,"BOS","NYK",33.33,0,3,199,26053,683,0.0991464215364412,0.0866666666666667,208.5
"1282",21700052,"MIN","IND",66.67,33.33,3,237,19241,409,0.0334865397242285,0.0316666666666667,215.1
"1283",21700053,"NOP","POR",33.33,66.67,3,196,20122,427,0.0262639527248851,0.0316666666666667,217.3
"1284",21700054,"LAC","UTA",100,66.67,0,186,18941,478,0.0334865397242285,0.0333333333333333,213.1
"1285",21700055,"DEN","CHA",33.33,33.33,1,203,8911,404,0.0236375574523966,0.0283333333333333,218.2
"1287",21700057,"HOU","PHI",75,25,2,209,34057,480,0.0347997373604727,0.0666666666666667,222.2
"1289",21700059,"MIA","SAS",66.67,100,2,217,14171,512,0.150361129349967,0.131666666666667,206.1
"1290",21700060,"IND","OKC",50,33.33,3,210,23761,427,0.0689428759028234,0.06,213.5
"1291",21700061,"DAL","MEM",0,100,0,197,9456,439,0.041365725541694,0.0383333333333333,201.6
"1292",21700062,"PHX","UTA",25,50,0,185,9024,439,0.0203545633617859,0.0266666666666667,208
"1293",21700063,"GSW","TOR",50,66.67,6,229,34647,609,0.0866710439921208,0.118333333333333,225.2
"1294",21700064,"LAL","WAS",33.33,100,2,201,39914,593,0.151017728168089,0.135,214.7
"1295",21700065,"ATL","CHI",25,0,0,177,16808,490,0.131319763624425,0.085,206.3
"1298",21700068,"LAC","POR",100,75,1,207,28464,480,0.041365725541694,0.04,214.6
"1299",21700069,"NOP","SAC",25,25,2,220,16022,444,0.0223243598161523,0.0283333333333333,210.6
"1300",21700070,"HOU","CHA",80,50,2,202,23936,498,0.036112934996717,0.0566666666666667,220.6
"1301",21700071,"ORL","SAS",75,100,1,201,20302,470,0.0650032829940906,0.08,206.1
"1302",21700072,"ATL","DEN",20,25,0,205,10507,411,0.0229809586342745,0.0316666666666667,213.4
"1303",21700073,"BKN","NYK",60,0,1,193,13735,699,0.0584372948128693,0.0466666666666667,211.1
"1304",21700074,"MIN","OKC",40,50,4,235,43436,426,0.0590938936309915,0.055,217.4
"1305",21700075,"GSW","WAS",60,75,6,237,49605,581,0.0820748522652659,0.106666666666667,220.1
"1306",21700076,"LAL","TOR",50,50,2,193,25157,621,0.155613919894944,0.146666666666667,219.8
"1307",21700077,"CLE","NOP",60,40,4,224,44665,484,0.0676296782665791,0.065,222.6
"1308",21700078,"BOS","MIA",60,50,3,186,25019,510,0.162179908076165,0.13,207.4
"1309",21700079,"CHI","OKC",25,40,2,170,19645,503,0.168089297439265,0.108333333333333,210.8
"1310",21700080,"HOU","MEM",83.33,80,1,192,16976,502,0.0367695338148391,0.0566666666666667,211.7
"1311",21700081,"DAL","PHI",16.67,20,1,222,24630,417,0.0393959290873276,0.0483333333333333,212.1
"1312",21700082,"LAL","UTA",40,40,0,177,25707,592,0.149047931713723,0.133333333333333,212.2
"1314",21700084,"LAC","DET",100,60,1,182,16469,478,0.0380827314510834,0.035,212.8
"1315",21700085,"ATL","MIL",16.67,60,1,223,23040,388,0.0196979645436638,0.0333333333333333,209.9
"1317",21700087,"DEN","BKN",40,50,0,235,10662,475,0.03086014445174,0.0266666666666667,216.6
"1318",21700088,"ORL","CHA",80,40,1,233,11729,413,0.0288903479973736,0.04,211.6
"1321",21700091,"GSW","DET",66.67,66.67,5,222,36033,580,0.0847012475377544,0.106666666666667,217.3
"1323",21700093,"MIA","MIN",40,50,3,247,25269,457,0.114904793171372,0.09,212.9
"1324",21700094,"DEN","NYK",50,40,1,226,14021,628,0.0525279054497702,0.0466666666666667,214.5
"1325",21700095,"HOU","PHI",71.43,33.33,2,222,31460,480,0.0347997373604727,0.0666666666666667,222.2
"1326",21700096,"MEM","CHA",83.33,50,1,203,6064,408,0.0229809586342745,0.03,207.5
"1327",21700097,"NOP","ORL",50,66.67,2,214,9255,415,0.0282337491792515,0.0383333333333333,215.1
"1328",21700098,"DAL","UTA",14.29,50,0,193,7253,454,0.0374261326329613,0.035,206.4
"1330",21700100,"GSW","LAC",57.14,80,4,254,35991,616,0.097833223900197,0.115,222.5
"1331",21700101,"IND","SAC",50,16.67,1,184,14291,445,0.0334865397242285,0.0333333333333333,204.5
"1332",21700102,"BKN","PHX",42.86,33.33,0,236,17947,491,0.03086014445174,0.0283333333333333,210.5
"1333",21700103,"MIL","OKC",66.67,50,3,201,32973,401,0.0564674983585029,0.0566666666666667,214.4
"1335",21700105,"MIL","CHA",57.14,57.14,2,247,15226,381,0.0203545633617859,0.03,214.7
"1336",21700106,"CLE","IND",42.86,57.14,3,231,32640,485,0.0787918581746553,0.07,216.5
"1338",21700108,"PHX","WAS",42.86,66.67,2,238,9631,440,0.0223243598161523,0.0283333333333333,210.5
"1340",21700110,"CHI","MIA",20,33.33,1,188,6958,534,0.223900196979645,0.143333333333333,206.3
"1341",21700111,"HOU","NYK",62.5,50,2,216,15558,722,0.0650032829940906,0.075,216.9
"1342",21700112,"ORL","MEM",71.43,71.43,0,200,11299,417,0.0295469468154957,0.04,202.7
"1345",21700115,"POR","UTA",57.14,57.14,1,215,13414,444,0.0236375574523966,0.03,209.7
"1347",21700117,"GSW","SAS",62.5,57.14,5,204,63202,618,0.119500984898227,0.148333333333333,216.2
"1348",21700118,"LAL","POR",42.86,50,1,223,38906,594,0.156927117531188,0.14,213.7
"1351",21700121,"IND","PHI",62.5,50,2,231,25848,389,0.0315167432698621,0.0433333333333333,215.4
"1353",21700123,"ATL","HOU",12.5,66.67,1,223,8961,505,0.0354563361785949,0.06,215.8
"1356",21700126,"SAS","CHA",50,62.5,2,209,11712,461,0.0584372948128693,0.07,210.9
"1357",21700127,"DEN","MIA",50,42.86,1,189,9744,455,0.115561391989494,0.09,213.4
"1358",21700128,"TOR","UTA",57.14,62.5,2,209,8688,471,0.0223243598161523,0.0366666666666667,215.8
"1359",21700129,"BOS","OKC",75,57.14,4,195,45466,479,0.106369008535785,0.095,211.9
"1360",21700130,"LAL","BKN",37.5,37.5,0,236,26075,644,0.159553512803677,0.135,214.7
"1361",21700131,"LAC","MEM",71.43,62.5,0,217,18677,463,0.0374261326329613,0.0366666666666667,208.3
"1362",21700132,"SAC","DET",12.5,66.67,1,207,17377,461,0.0242941562705187,0.0283333333333333,202.7
"1363",21700133,"NOP","CHI",44.44,28.57,2,186,22054,485,0.131319763624425,0.08,214.6
"1364",21700134,"DAL","MIN",10,62.5,2,211,14194,437,0.041365725541694,0.0366666666666667,211.8
"1365",21700135,"DEN","GSW",55.56,66.67,4,235,32494,561,0.0847012475377544,0.106666666666667,223.5
"1366",21700136,"ATL","CLE",11.11,44.44,2,232,45369,489,0.0676296782665791,0.07,214.3
"1367",21700137,"LAC","MIA",62.5,37.5,1,205,26935,510,0.128693368351937,0.0983333333333333,212.4
"1368",21700138,"BOS","ORL",77.78,66.67,2,192,28552,468,0.0768220617202889,0.0783333333333333,207.4
"1369",21700139,"TOR","WAS",62.5,50,3,203,15385,472,0.0242941562705187,0.0383333333333333,218.3
"1370",21700140,"HOU","UTA",70,55.56,1,247,17033,517,0.0328299409061064,0.0533333333333333,216.5
"1371",21700141,"PHX","SAS",44.44,55.56,1,207,10640,477,0.0597504924491136,0.07,206.6
"1372",21700142,"NYK","IND",50,55.56,2,209,13866,631,0.06172028890348,0.0516666666666667,210.1
"1373",21700143,"MIN","CHA",66.67,55.56,3,206,10662,406,0.0229809586342745,0.0283333333333333,217.7
"1374",21700144,"POR","OKC",55.56,50,3,202,19018,445,0.0630334865397242,0.06,213.5
"1375",21700145,"LAL","MEM",44.44,66.67,0,209,16479,577,0.152987524622456,0.136666666666667,207.4
"1376",21700146,"ATL","BOS",20,80,2,217,35365,466,0.0695994747209455,0.0716666666666667,207.4
"1377",21700147,"BKN","PHX",33.33,40,0,190,16223,491,0.03086014445174,0.0283333333333333,210.5
"1378",21700148,"GSW","MIA",70,44.44,5,177,31003,612,0.175311884438608,0.17,216.9
"1379",21700149,"CLE","MIL",40,44.44,3,243,48917,459,0.0663164806303349,0.0666666666666667,217.4
"1380",21700150,"NOP","IND",50,50,3,229,14153,409,0.0321733420879842,0.0316666666666667,217.3
"1381",21700151,"DAL","WAS",9.09,55.56,2,212,7900,455,0.0393959290873276,0.0366666666666667,208.9
"1382",21700152,"NYK","CHA",55.56,50,2,231,18905,628,0.0512147078135259,0.0483333333333333,212.7
"1383",21700153,"CHI","TOR",25,55.56,2,233,8094,531,0.135259356533158,0.0916666666666667,214.6
"1384",21700154,"LAC","SAS",55.56,60,1,227,16445,516,0.0728824688115561,0.0766666666666667,211.7
"1385",21700155,"DEN","BKN",50,40,0,216,4703,475,0.03086014445174,0.0266666666666667,216.6
"1386",21700156,"PHI","UTA",55.56,50,0,201,19726,405,0.0177281680892974,0.0366666666666667,213.9
"1388",21700158,"SAC","OKC",11.11,44.44,2,180,19014,462,0.0590938936309915,0.0566666666666667,206.8
"1389",21700159,"IND","DET",45.45,70,2,211,13450,426,0.0341431385423506,0.0316666666666667,209.4
"1390",21700160,"NYK","ORL",60,60,0,211,19863,637,0.0577806959947472,0.0583333333333333,207.9
"1391",21700161,"BOS","LAL",81.82,50,1,203,39812,628,0.200262639527249,0.175,212.1
"1393",21700163,"GSW","MIN",72.73,70,5,226,36394,563,0.0840446487196323,0.106666666666667,223
"1394",21700164,"LAL","WAS",45.45,50,2,206,30273,593,0.151017728168089,0.135,214.7
"1395",21700165,"NOP","TOR",54.55,60,4,240,19583,454,0.0249507550886408,0.0383333333333333,223.4
"1396",21700166,"CLE","HOU",45.45,72.73,3,230,52972,576,0.0820748522652659,0.0933333333333333,223.3
"1398",21700168,"DEN","OKC",54.55,40,2,196,23850,424,0.0597504924491136,0.055,217.9
"1399",21700169,"ATL","DET",18.18,72.73,1,215,20074,430,0.0229809586342745,0.0316666666666667,207.2
"1400",21700170,"BOS","CHA",83.33,45.45,2,177,37337,459,0.0702560735390676,0.0683333333333333,212.2
"1401",21700171,"CHI","IND",22.22,41.67,1,192,8998,486,0.142481943532502,0.085,208.5
"1402",21700172,"LAC","OKC",50,36.36,2,231,32795,479,0.0728824688115561,0.0633333333333333,216.9
"1403",21700173,"MIL","SAS",40,63.64,2,181,24617,438,0.0564674983585029,0.07,209.2
"1405",21700175,"MIA","UTA",45.45,45.45,1,158,7351,474,0.11096520026264,0.0883333333333333,207.5
"1406",21700176,"BKN","POR",36.36,54.55,1,198,11633,496,0.0341431385423506,0.0316666666666667,212.2
"1407",21700177,"ATL","WAS",16.67,54.55,2,207,13924,431,0.0203545633617859,0.0316666666666667,210
"1408",21700178,"NOP","LAC",50,45.45,2,214,24445,461,0.036112934996717,0.035,220.7
"1409",21700179,"NYK","SAC",54.55,27.27,1,209,14133,666,0.0518713066316481,0.0483333333333333,203.4
"1410",21700180,"HOU","MEM",75,63.64,1,207,16051,502,0.0367695338148391,0.0566666666666667,211.7
"1411",21700181,"CLE","DAL",41.67,16.67,2,215,31022,513,0.0866710439921208,0.075,213.2
"1412",21700182,"LAL","MIL",41.67,45.45,1,188,25637,550,0.150361129349967,0.136666666666667,214.6
"1413",21700183,"CHI","SAS",20,58.33,1,227,7517,540,0.168089297439265,0.121666666666667,205.6
"1414",21700184,"GSW","PHI",75,54.55,5,249,41061,543,0.0820748522652659,0.118333333333333,223.3
"1415",21700185,"DEN","ORL",58.33,66.67,0,232,5904,413,0.0302035456336179,0.0383333333333333,213.4
"1416",21700186,"MIN","PHX",63.64,30.77,2,228,13776,422,0.0242941562705187,0.0283333333333333,213.4
"1417",21700187,"BKN","UTA",41.67,41.67,0,220,9169,494,0.0262639527248851,0.025,210.7
"1418",21700188,"BOS","TOR",84.62,63.64,3,189,41253,507,0.0735390676296783,0.0783333333333333,215.7
"1420",21700190,"HOU","IND",76.92,46.15,2,213,19643,501,0.046618516086671,0.06,218
"1421",21700191,"DAL","OKC",15.38,41.67,2,211,23013,455,0.0768220617202889,0.065,210.2
"1422",21700192,"SAC","WAS",25,58.33,2,202,15234,462,0.0216677609980302,0.0283333333333333,205.5
"1423",21700193,"CLE","NYK",46.15,58.33,3,205,50834,706,0.0971766250820748,0.085,215.4
"1424",21700194,"MIL","MEM",50,58.33,1,213,18201,385,0.0210111621799081,0.03,205.8
"1425",21700195,"ATL","NOP",15.38,53.85,2,211,13281,413,0.0210111621799081,0.0316666666666667,215.1
"1428",21700198,"DEN","POR",61.54,50,1,181,8357,425,0.0282337491792515,0.0316666666666667,215.6
"1432",21700202,"HOU","TOR",78.57,58.33,3,242,24940,546,0.0393959290873276,0.0666666666666667,224.1
"1433",21700203,"DAL","SAS",14.29,61.54,1,188,16121,492,0.0768220617202889,0.0783333333333333,205
"1434",21700204,"ATL","SAC",14.29,23.08,0,206,7723,449,0.0223243598161523,0.0333333333333333,202.3
"1435",21700205,"MIA","WAS",46.15,61.54,3,195,12376,475,0.112934996717006,0.09,210
"1436",21700206,"NYK","UTA",53.85,42.86,1,207,20514,647,0.0479317137229153,0.045,208.6
"1437",21700207,"CLE","CHA",50,41.67,3,222,29744,482,0.0682862770847012,0.0666666666666667,219.1
"1440",21700210,"MIN","SAS",61.54,64.29,3,184,12543,463,0.0590938936309915,0.0683333333333333,212.2
"1442",21700212,"CHI","OKC",18.18,46.15,2,171,11621,503,0.168089297439265,0.108333333333333,210.8
"1443",21700213,"ORL","POR",57.14,53.85,1,193,9719,434,0.0334865397242285,0.0433333333333333,209
"1444",21700214,"LAL","PHI",42.86,53.85,1,224,39009,555,0.151017728168089,0.146666666666667,217.9
"1445",21700215,"BOS","GSW",86.67,78.57,6,180,76848,616,0.131319763624425,0.146666666666667,217.5
"1446",21700216,"HOU","PHX",73.33,33.33,1,258,22041,514,0.0374261326329613,0.0566666666666667,216.3
"1447",21700217,"IND","DET",46.67,71.43,2,207,15546,426,0.0341431385423506,0.0316666666666667,209.4
"1448",21700218,"MIA","WAS",42.86,64.29,3,179,16478,475,0.112934996717006,0.09,210
"1449",21700219,"BKN","UTA",35.71,40,0,225,6653,494,0.0262639527248851,0.025,210.7
"1451",21700221,"NYK","TOR",57.14,64.29,3,191,11916,676,0.0544977019041366,0.0583333333333333,216.2
"1454",21700224,"DAL","MIN",13.33,64.29,2,198,10003,437,0.041365725541694,0.0366666666666667,211.8
"1455",21700225,"POR","SAC",57.14,21.43,1,168,9234,463,0.0275771503611294,0.0333333333333333,204.5
"1456",21700226,"NOP","DEN",53.33,57.14,2,260,11777,406,0.0229809586342745,0.0266666666666667,221.7
"1457",21700227,"LAL","PHX",40,31.25,0,235,20594,589,0.153644123440578,0.136666666666667,212
"1458",21700228,"LAC","CHA",35.71,35.71,1,189,15805,459,0.0367695338148391,0.0366666666666667,217.2
"1459",21700229,"ORL","UTA",53.33,37.5,0,210,9595,432,0.025607353906763,0.0366666666666667,207.5
"1461",21700231,"GSW","PHI",73.33,57.14,5,240,54197,543,0.0820748522652659,0.118333333333333,223.3
"1462",21700232,"HOU","MEM",75,50,1,188,17269,502,0.0367695338148391,0.0566666666666667,211.7
"1464",21700234,"POR","SAC",53.33,26.67,1,192,8363,463,0.0275771503611294,0.0333333333333333,204.5
"1465",21700235,"MIA","IND",46.67,50,2,215,12464,458,0.124753775443204,0.095,209
"1466",21700236,"GSW","BKN",75,40,3,229,32308,632,0.0906106369008536,0.106666666666667,220.1
"1467",21700237,"TOR","WAS",66.67,60,4,191,22746,472,0.0242941562705187,0.0383333333333333,218.3
"1468",21700238,"MIN","DET",66.67,66.67,3,197,20919,425,0.0242941562705187,0.0266666666666667,213.3
"1469",21700239,"CHI","PHX",23.08,35.29,0,218,10380,499,0.133289560078792,0.0816666666666667,206.8
"1470",21700240,"DEN","LAL",60,37.5,0,236,21419,573,0.153644123440578,0.135,218.1
"1471",21700241,"MIN","CHA",62.5,40,3,220,13326,406,0.0229809586342745,0.0283333333333333,217.7
"1472",21700242,"CLE","DET",56.25,68.75,3,204,27857,501,0.0695994747209455,0.065,214.7
"1473",21700243,"ORL","IND",50,52.94,1,202,6683,416,0.0393959290873276,0.0433333333333333,209
"1474",21700244,"PHI","UTA",53.33,41.18,1,193,17194,405,0.0177281680892974,0.0366666666666667,213.9
"1475",21700245,"LAC","NYK",33.33,53.33,1,192,14341,683,0.0656598818122127,0.055,213.5
"1476",21700246,"POR","MEM",56.25,46.67,1,192,5531,429,0.0275771503611294,0.0333333333333333,204.9
"1477",21700247,"MIL","WAS",53.33,56.25,3,187,10649,401,0.0190413657255417,0.0283333333333333,213.1
"1478",21700248,"NOP","OKC",50,46.67,4,221,25494,426,0.0577806959947472,0.055,219.6
"1479",21700249,"BOS","DAL",88.24,17.65,2,212,31913,490,0.0886408404464872,0.0766666666666667,206.3
"1480",21700250,"ATL","SAS",18.75,62.5,1,181,6697,468,0.0577806959947472,0.0733333333333333,206.1
"1481",21700251,"DEN","SAC",56.25,25,0,212,6307,442,0.0242941562705187,0.0283333333333333,208.9
"1482",21700252,"CHI","LAL",21.43,41.18,0,197,30429,652,0.261982928430729,0.188333333333333,211
"1483",21700253,"WAS","CHA",58.82,43.75,3,253,16110,424,0.0210111621799081,0.0283333333333333,214.8
"1484",21700254,"CLE","BKN",58.82,37.5,2,228,31351,553,0.0755088640840446,0.065,217.5
"1485",21700255,"PHI","POR",56.25,58.82,2,182,19537,407,0.025607353906763,0.0433333333333333,215.4
"1486",21700256,"ATL","LAC",17.65,31.25,0,219,4710,466,0.036112934996717,0.04,212.4
"1489",21700259,"DEN","HOU",58.82,76.47,1,220,7250,498,0.0374261326329613,0.055,222.4
"1491",21700261,"MIN","ORL",58.82,47.06,2,242,5382,415,0.0295469468154957,0.0383333333333333,212.9
"1492",21700262,"NOP","SAS",52.94,64.71,3,197,6991,463,0.0577806959947472,0.0683333333333333,214.4
"1493",21700263,"GSW","OKC",76.47,43.75,6,199,50627,581,0.119500984898227,0.135,221.4
"1494",21700264,"MIL","PHX",50,38.89,1,220,12829,397,0.0216677609980302,0.03,210.4
"1495",21700265,"CHI","UTA",20,38.89,0,190,4824,502,0.128693368351937,0.0783333333333333,207
"1497",21700267,"BKN","POR",35.29,55.56,1,252,12702,496,0.0341431385423506,0.0316666666666667,212.2
"1498",21700268,"ATL","NYK",16.67,58.82,1,220,16922,635,0.0505581089954038,0.0516666666666667,207.9
"1499",21700269,"BOS","ORL",84.21,44.44,2,221,24154,468,0.0768220617202889,0.0783333333333333,207.4
"1500",21700270,"CLE","CHA",61.11,47.06,3,199,36241,482,0.0682862770847012,0.0666666666666667,219.1
"1501",21700271,"IND","TOR",55.56,64.71,3,211,11977,455,0.036112934996717,0.0433333333333333,217.3
"1502",21700272,"MIA","MIN",47.06,61.11,3,206,8133,457,0.114904793171372,0.09,212.9
"1503",21700273,"OKC","DET",47.06,64.71,3,197,21152,443,0.0597504924491136,0.055,211.7
"1504",21700274,"DEN","MEM",55.56,41.18,0,196,6568,408,0.0242941562705187,0.0283333333333333,209.3
"1505",21700275,"NOP","PHX",55.56,36.84,2,206,6047,422,0.0229809586342745,0.0283333333333333,215.6
"1506",21700276,"CHI","GSW",18.75,72.22,2,237,24464,640,0.193040052527905,0.16,216.4
"1507",21700277,"SAS","CHA",61.11,44.44,2,192,14626,461,0.0584372948128693,0.07,210.9
"1508",21700278,"ORL","PHI",42.11,58.82,1,241,20171,395,0.0275771503611294,0.05,213.2
"1509",21700279,"POR","WAS",57.89,55.56,2,213,11778,445,0.025607353906763,0.0316666666666667,212.2
"1510",21700280,"ATL","TOR",21.05,61.11,2,190,6492,459,0.0249507550886408,0.0433333333333333,215.1
"1511",21700281,"BOS","IND",85,57.89,2,206,21985,462,0.0807616546290217,0.0716666666666667,209.6
"1512",21700282,"HOU","NYK",77.78,55.56,2,219,17963,722,0.0650032829940906,0.075,216.9
"1513",21700283,"DAL","OKC",21.05,44.44,2,178,15841,455,0.0768220617202889,0.065,210.2
"1514",21700284,"NOP","GSW",57.89,73.68,5,205,34714,563,0.082731451083388,0.106666666666667,225.2
"1515",21700285,"MIL","UTA",52.94,42.11,1,229,10187,400,0.0170715692711753,0.0266666666666667,210.6
"1516",21700286,"LAC","SAC",35.29,27.78,0,192,9711,497,0.0374261326329613,0.0366666666666667,207.9
"1517",21700287,"CHI","MIA",17.65,50,1,193,14348,534,0.223900196979645,0.143333333333333,206.3
"1519",21700289,"BKN","MEM",33.33,38.89,0,186,12392,479,0.0302035456336179,0.0283333333333333,205.9
"1520",21700290,"ORL","IND",40,55,1,230,8687,416,0.0393959290873276,0.0433333333333333,209
"1521",21700291,"CLE","PHI",63.16,61.11,3,204,41067,464,0.066973079448457,0.0766666666666667,220.7
"1522",21700292,"BOS","DET",85.71,66.67,3,226,29520,478,0.0715692711753119,0.0666666666666667,207.8
"1523",21700293,"NYK","POR",52.63,60,2,194,10552,649,0.0558108995403808,0.0516666666666667,210.1
"1524",21700294,"HOU","BKN",78.95,36.84,1,220,11386,569,0.0433355219960604,0.055,219
"1526",21700296,"GSW","SAC",75,26.32,2,216,27174,599,0.0840446487196323,0.108333333333333,212.4
"1527",21700297,"LAC","LAL",38.89,42.11,0,235,24798,628,0.16677609980302,0.143333333333333,217.1
"1528",21700298,"CLE","MIA",65,52.63,3,205,31545,533,0.160210111621799,0.128333333333333,214.3
"1529",21700299,"CHI","PHX",16.67,33.33,0,203,9264,499,0.133289560078792,0.0816666666666667,206.8
"1530",21700300,"MIN","WAS",60,52.63,3,181,18525,426,0.0216677609980302,0.0266666666666667,216.1
"1531",21700301,"DEN","UTA",57.89,45,0,183,8901,423,0.0203545633617859,0.025,214.1
"1532",21700302,"MIL","SAC",50,30,1,199,10366,419,0.0210111621799081,0.03,205.4
"1533",21700303,"PHX","DET",36.36,68.42,1,238,6618,439,0.0249507550886408,0.0283333333333333,207.7
"1534",21700304,"ORL","OKC",38.1,42.11,2,229,21797,433,0.0650032829940906,0.0666666666666667,211.3
